,Are you self-employed?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?,company_size,age_class
722,0,1.0,1.0,No,No,Yes,No,I don't know,0,Yes,Yes,No,No,I don't know,No,1,No,No,Maybe,Maybe,Somewhat open,Maybe,No,Yes,No,Yes,Yes,1,Sometimes,Sometimes,36,Male,Pakistan,,United States of America,Florida,Other,Always,3,3
724,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,4,Maybe,No,Maybe,Maybe,No,No,1,Maybe,No,"No, I don't think it would",Maybe,Somewhat open,Maybe,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,28,Male,United States of America,Oregon,United States of America,Oregon,Other,Sometimes,3,2
725,0,0.0,0.0,I don't know,No,No,No,I don't know,4,Maybe,Maybe,No,No,No,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,37,Male,United States of America,Texas,United States of America,Texas,Support|Front-end Developer|Designer,Sometimes,6,3
726,0,0.0,0.0,Not eligible for coverage / N/A,Yes,No,No,Yes,4,Yes,No,No,No,I don't know,Yes,1,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Yes,Maybe,Yes,Maybe,Yes,Yes,0,Rarely,Often,23,Female,United States of America,Ohio,United States of America,Ohio,Other|Support|Back-end Developer|Front-end Developer|Designer,Sometimes,2,2
729,0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,3,No,No,Maybe,Yes,Yes,No,1,No,No,Maybe,"Yes, I think they would",Somewhat not open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,32,Male,United States of America,Minnesota,United States of America,Minnesota,Other,Never,6,3
730,0,1.0,1.0,No,I am not sure,I don't know,I don't know,I don't know,4,No,No,No,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,Maybe,Yes,I don't know,No,Maybe,No,0,Not applicable to me,Not applicable to me,28,Male,Canada,,Canada,,Front-end Developer,Always,1,2
731,0,0.0,0.0,I don't know,I am not sure,No,I don't know,I don't know,3,No,No,No,Maybe,I don't know,No,1,Maybe,No,Maybe,Maybe,Neutral,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,28,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never,6,2
732,0,1.0,1.0,Yes,Yes,No,I don't know,I don't know,2,Maybe,No,No,No,No,No,0,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,29,Male,United States of America,California,United States of America,California,Back-end Developer,Never,6,2
733,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,0,No,No,Yes,Yes,Yes,No,1,No,No,"Yes, I think it would","Yes, I think they would",Very open,Yes,Yes,No,Maybe,Maybe,Yes,0,Sometimes,Often,35,Male,United States of America,Georgia,United States of America,Georgia,Supervisor/Team Lead,Always,4,3
737,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,2,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Maybe,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,35,Male,Sweden,,Sweden,,Other|Designer|Front-end Developer,Always,5,3
738,0,0.0,0.0,Yes,I am not sure,No,Yes,Yes,2,No,No,Yes,Yes,I don't know,No,1,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Very open,Yes,No,I don't know,Maybe,No,No,0,Rarely,Never,31,Male,United Kingdom,,United Kingdom,,Back-end Developer,Sometimes,6,3
740,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,2,No,No,Maybe,Yes,Yes,No,1,Yes,Yes,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,37,Male,Canada,,Canada,,Front-end Developer,Always,6,3
741,0,1.0,1.0,I don't know,I am not sure,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,Maybe,"No, I don't think they would",Very open,No,Maybe,Yes,Yes,Yes,Yes,1,Never,Often,34,Female,United States of America,Oklahoma,United States of America,Oklahoma,Support,Sometimes,2,3
742,0,1.0,1.0,Yes,Yes,No,No,I don't know,1,No,No,Maybe,Yes,I don't know,No,1,Maybe,Maybe,"No, I don't think it would",Maybe,Very open,No,Maybe,Yes,Yes,No,Yes,1,Never,Sometimes,39,Female,United States of America,California,United States of America,California,Other|Front-end Developer,Sometimes,3,3
744,0,1.0,1.0,Yes,Yes,No,No,I don't know,4,Maybe,No,No,Maybe,I don't know,No,1,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Yes,Yes,Yes,1,Rarely,Often,29,Female,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer,Always,4,2
745,0,1.0,1.0,Yes,I am not sure,No,Yes,Yes,1,No,No,Yes,Yes,No,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,No,Maybe,Yes,Yes,No,No,1,Never,Sometimes,63,Male,United States of America,Maryland,United States of America,Maryland,Back-end Developer,Sometimes,6,5
750,0,0.0,0.0,No,I am not sure,No,No,I don't know,5,Yes,Yes,No,No,No,Yes,1,No,No,"Yes, it has","Yes, I think they would",Somewhat not open,Yes,Yes,Yes,Yes,Yes,Yes,1,Often,Often,28,Genderqueer/Other,United Kingdom,,United Kingdom,,Support,Never,6,2
754,0,1.0,1.0,No,No,No,No,No,1,No,No,Yes,Yes,Yes,No,1,No,Yes,Maybe,"No, I don't think they would",Neutral,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,19,Male,India,,India,,Front-end Developer|Back-end Developer|Support|Supervisor/Team Lead,Always,2,1
755,0,1.0,1.0,Yes,No,No,No,Yes,2,Maybe,No,No,No,No,Yes,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,Yes,Maybe,Maybe,No,0,Rarely,Often,40,Male,United States of America,California,United States of America,California,Other,Always,6,4
756,0,0.0,0.0,Yes,Yes,Yes,Yes,Yes,1,Maybe,No,Maybe,Yes,I don't know,No,0,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Maybe,Yes,Maybe,No,Yes,1,Never,Sometimes,49,Female,United States of America,Illinois,United States of America,Illinois,Supervisor/Team Lead,Sometimes,6,4
757,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,27,Female,Australia,,Australia,,Front-end Developer,Sometimes,2,2
758,0,0.0,0.0,Yes,Yes,No,Yes,Yes,2,Maybe,No,No,No,No,No,1,Yes,No,"Yes, it has","Yes, I think they would",Somewhat open,Yes,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,39,Male,United States of America,Missouri,United States of America,Missouri,Designer,Never,6,3
759,0,0.0,0.0,I don't know,I am not sure,Yes,Yes,Yes,3,No,No,Yes,Yes,Yes,No,1,Yes,Yes,"No, I don't think it would","No, they do not",Very open,Maybe,No,No,Yes,Yes,Yes,1,Never,Sometimes,35,Male,United Kingdom,,United Kingdom,,Support,Never,6,3
760,0,1.0,1.0,I don't know,No,No,I don't know,I don't know,0,Maybe,Maybe,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe,Maybe,I don't know,Maybe,Maybe,No,0,Rarely,Sometimes,35,Male,United States of America,Texas,United States of America,Texas,Supervisor/Team Lead|Front-end Developer|Back-end Developer|Dev Evangelist/Advocate,Sometimes,3,3
761,0,1.0,1.0,Yes,I am not sure,No,No,I don't know,5,Maybe,Maybe,Maybe,No,No,No,1,Maybe,No,"Yes, it has","Yes, I think they would",Somewhat open,Yes,Yes,I don't know,Yes,Yes,Yes,1,Rarely,Often,42,Female,United States of America,Texas,United States of America,Texas,Designer,Sometimes,3,4
762,0,1.0,1.0,Yes,Yes,Yes,No,Yes,1,No,No,Maybe,Yes,Yes,No,1,Yes,Yes,"No, I don't think it would",Maybe,Somewhat open,Yes,No,No,No,No,No,0,Not applicable to me,Not applicable to me,35,Male,Canada,,Canada,,One-person shop,Sometimes,2,3
763,0,1.0,1.0,I don't know,No,No,I don't know,I don't know,4,No,No,Maybe,Yes,Yes,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Maybe,I don't know,Yes,No,Yes,1,Sometimes,Often,31,Female,United States of America,Texas,United States of America,Texas,Support|Back-end Developer,Sometimes,4,3
765,0,1.0,1.0,Yes,Yes,No,No,I don't know,0,Maybe,Maybe,No,No,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Maybe,I don't know,Maybe,Maybe,No,1,Sometimes,Sometimes,39,Male,United States of America,Georgia,United States of America,Georgia,Supervisor/Team Lead|DevOps/SysAdmin|Front-end Developer|Back-end Developer,Sometimes,4,3
767,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,2,Maybe,Maybe,No,Maybe,Yes,No,1,Yes,Maybe,Maybe,Maybe,Very open,Maybe,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,45,Male,New Zealand,,New Zealand,,Supervisor/Team Lead,Sometimes,6,4
770,0,1.0,1.0,No,I am not sure,No,No,I don't know,4,Maybe,No,No,Maybe,No,No,1,Yes,No,Maybe,Maybe,Somewhat not open,No,Maybe,Yes,Maybe,No,No,1,Not applicable to me,Not applicable to me,29,Male,United States of America,Maryland,United States of America,Maryland,Back-end Developer,Sometimes,3,2
771,0,1.0,1.0,Yes,No,No,No,I don't know,0,No,No,Yes,Yes,Yes,No,0,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Maybe,Yes,Yes,No,Yes,1,Never,Often,20,Male,United States of America,New York,United States of America,Oklahoma,Back-end Developer,Always,2,2
772,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,5,Yes,Maybe,Maybe,Maybe,I don't know,No,0,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,34,Male,United States of America,Washington,United States of America,Washington,Other,Never,4,3
773,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,1,No,No,Yes,Yes,Yes,No,1,Maybe,No,"No, I don't think it would","No, I don't think they would",Very open,No,Maybe,No,Yes,Yes,Yes,1,Rarely,Often,33,Genderqueer/Other,United Kingdom,,United Kingdom,,Dev Evangelist/Advocate|Back-end Developer|Front-end Developer,Never,5,3
776,0,1.0,1.0,Yes,Yes,No,I don't know,I don't know,0,Yes,No,No,No,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Maybe,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,31,Male,United States of America,California,United States of America,California,DevOps/SysAdmin,Sometimes,4,3
777,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,1,Maybe,No,Yes,Yes,I don't know,Yes,1,No,No,"No, it has not","No, they do not",Very open,Yes,No,Yes,Yes,Yes,Yes,1,Rarely,Often,36,Male,United States of America,Texas,United States of America,Texas,Executive Leadership,Sometimes,6,3
778,0,1.0,1.0,Yes,Yes,No,Yes,No,2,Maybe,Maybe,No,No,I don't know,Yes,1,Yes,Yes,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,No,Yes,No,0,Not applicable to me,Not applicable to me,30,Male,United States of America,California,United States of America,California,Support,Always,4,3
779,0,0.0,0.0,Yes,I am not sure,No,I don't know,Yes,3,Maybe,No,Maybe,No,No,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe,Yes,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,44,Female,United States of America,Texas,United States of America,Texas,Support,Never,6,4
780,0,1.0,1.0,I don't know,I am not sure,No,No,I don't know,2,Maybe,Maybe,Maybe,No,Yes,No,1,Maybe,No,"Yes, I think it would",Maybe,Somewhat not open,No,Maybe,I don't know,Yes,Yes,Yes,1,Rarely,Often,23,Female,United States of America,Texas,United States of America,Texas,Front-end Developer|Designer,Sometimes,1,2
781,0,0.0,0.0,Yes,No,No,Yes,I don't know,0,Maybe,No,No,No,No,No,0,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,46,Male,United States of America,Missouri,United States of America,Missouri,Support,Never,6,4
782,0,1.0,1.0,Yes,Yes,No,No,I don't know,1,No,No,Yes,Yes,No,Yes,1,No,No,Maybe,Maybe,Somewhat open,Yes,No,Yes,Yes,Yes,Yes,1,Never,Sometimes,33,Female,United States of America,Maine,United States of America,Maine,Front-end Developer,Always,4,3
783,0,0.0,0.0,Yes,Yes,No,No,Yes,2,Yes,Maybe,Maybe,No,No,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe,No,Yes,Yes,Maybe,Yes,1,Rarely,Sometimes,32,Female,United States of America,California,United States of America,California,Other,Never,5,3
785,0,1.0,1.0,No,No,No,No,I don't know,3,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Maybe,I don't know,Yes,Yes,No,1,Never,Often,26,Male,United States of America,Illinois,United States of America,Illinois,Back-end Developer,Sometimes,2,2
787,0,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,1,No,No,Maybe,No,I don't know,No,0,No,No,Maybe,"No, I don't think they would",Not open at all,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,28,Male,United States of America,Oregon,United States of America,Oregon,Back-end Developer,Sometimes,6,2
790,0,1.0,1.0,Yes,No,I don't know,Yes,I don't know,4,Maybe,Maybe,Yes,Yes,Yes,No,1,No,No,Maybe,Maybe,Very open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,30,Male,United States of America,California,United States of America,California,Back-end Developer,Sometimes,6,3
791,0,1.0,1.0,I don't know,No,No,I don't know,I don't know,4,Yes,Maybe,No,No,Yes,No,1,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,Yes,Yes,Yes,Maybe,Maybe,Yes,1,Not applicable to me,Often,28,Female,United States of America,Washington,United States of America,Washington,Front-end Developer|Designer,Sometimes,2,2
792,0,1.0,1.0,Yes,Yes,I don't know,I don't know,Yes,2,No,No,Yes,Yes,I don't know,No,1,Maybe,Maybe,"No, it has not","No, they do not",Very open,Yes,No,Yes,Yes,Yes,Yes,1,Rarely,Often,31,Male,Canada,,Canada,,Supervisor/Team Lead,Always,4,3
793,0,1.0,1.0,Yes,No,No,No,I don't know,4,Maybe,No,No,Maybe,No,No,1,Maybe,No,Maybe,Maybe,Not open at all,No,Maybe,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,29,Male,United States of America,Ohio,United States of America,Ohio,Back-end Developer,Sometimes,4,2
794,0,1.0,1.0,I don't know,No,No,No,I don't know,2,Maybe,No,No,No,No,No,1,No,No,Maybe,"Yes, I think they would",Not open at all,Maybe,No,No,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,33,Male,United States of America,Texas,United States of America,Texas,Back-end Developer,Sometimes,3,3
795,0,1.0,1.0,Yes,Yes,I don't know,Yes,Yes,0,Maybe,Maybe,Maybe,Maybe,Yes,No,1,No,No,"Yes, I think it would",Maybe,Somewhat not open,Yes,Yes,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,43,Female,United States of America,Maryland,United States of America,Maryland,Executive Leadership,Always,6,4
796,0,1.0,1.0,I don't know,I am not sure,Yes,Yes,I don't know,1,No,No,Maybe,Yes,Yes,No,1,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,No,Maybe,No,0,Never,Sometimes,28,Male,Australia,,Australia,,Dev Evangelist/Advocate|Front-end Developer|Back-end Developer|DevOps/SysAdmin,Always,4,2
798,0,1.0,1.0,Yes,I am not sure,No,No,I don't know,3,Maybe,No,No,Maybe,I don't know,Yes,1,Yes,No,Maybe,Maybe,Very open,Maybe,No,Yes,Yes,Yes,Yes,1,Rarely,Often,38,Male,United States of America,California,United States of America,Texas,Dev Evangelist/Advocate,Always,4,3
799,0,0.0,0.0,Yes,Yes,No,No,Yes,2,Maybe,No,Maybe,No,I don't know,No,1,Yes,No,"Yes, I think it would",Maybe,Somewhat open,Yes,Yes,No,Yes,Maybe,Yes,1,Never,Sometimes,30,Male,United States of America,Wisconsin,United States of America,Wisconsin,DevOps/SysAdmin|Support|One-person shop,Sometimes,2,3
801,0,1.0,1.0,I don't know,No,No,I don't know,I don't know,2,Maybe,Maybe,No,No,No,No,1,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Yes,Yes,No,No,No,No,0,Not applicable to me,Not applicable to me,48,Female,United States of America,Kansas,United States of America,Kansas,Executive Leadership,Never,3,4
803,0,1.0,1.0,No,No,No,No,I don't know,3,Yes,Maybe,No,Maybe,I don't know,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Yes,Yes,No,No,No,No,0,Not applicable to me,Not applicable to me,28,Male,Australia,,Australia,,Designer|Support|Supervisor/Team Lead,Sometimes,2,2
804,0,1.0,1.0,Yes,Yes,Yes,Yes,Yes,2,Maybe,No,Maybe,Yes,I don't know,Yes,1,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Maybe,Yes,Yes,Yes,Maybe,Yes,1,Rarely,Often,37,Male,United States of America,Colorado,United States of America,Colorado,Front-end Developer|Designer,Always,4,3
805,0,1.0,1.0,Yes,No,I don't know,I don't know,I don't know,3,Maybe,Maybe,Yes,Maybe,I don't know,No,1,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Maybe,No,I don't know,Yes,No,No,1,Sometimes,Sometimes,33,Male,United States of America,Oklahoma,United States of America,Oklahoma,Back-end Developer,Sometimes,6,3
806,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,4,Yes,Yes,No,Yes,I don't know,No,0,No,No,"Yes, it has","Yes, I think they would",Somewhat not open,Yes,Yes,No,No,Yes,No,1,Not applicable to me,Often,21,Male,Australia,,Australia,,Front-end Developer,Never,2,2
807,0,0.0,0.0,Yes,I am not sure,No,No,I don't know,5,Yes,Yes,No,No,No,Yes,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe,Yes,Yes,Yes,No,Yes,1,Rarely,Often,25,Male,United States of America,California,United States of America,California,Other|Supervisor/Team Lead|Dev Evangelist/Advocate|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer|Designer|One-person shop,Sometimes,3,2
809,0,1.0,1.0,Yes,No,No,No,I don't know,4,Maybe,Maybe,Maybe,No,No,Yes,1,No,No,"Yes, it has",Maybe,Very open,Yes,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,40,Male,United States of America,Oklahoma,United States of America,Oklahoma,Back-end Developer,Always,4,4
810,0,0.0,0.0,No,I am not sure,No,No,I don't know,3,Maybe,No,No,Maybe,I don't know,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe,Maybe,Yes,Yes,Maybe,Yes,1,Not applicable to me,Often,30,Female,Canada,,Canada,,Front-end Developer,Sometimes,4,3
812,0,1.0,1.0,No,No,No,No,No,1,No,Maybe,Maybe,No,I don't know,Yes,0,Yes,Yes,"Yes, I think it would","Yes, I think they would",Very open,No,Maybe,No,No,No,No,0,Never,Never,25,Male,India,,India,,Full track,Never,1,2
813,0,1.0,1.0,Yes,I am not sure,No,No,Yes,2,Maybe,No,Yes,Maybe,I don't know,No,1,No,No,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,38,Male,Germany,,Germany,,Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes,6,3
814,0,0.0,0.0,I don't know,No,No,I don't know,I don't know,0,Maybe,No,Maybe,Yes,I don't know,No,1,Yes,Maybe,"No, I don't think it would",Maybe,Somewhat open,No,Maybe,Yes,No,Maybe,No,1,Rarely,Often,24,Male,United Kingdom,,United Kingdom,,Support|Designer,Never,4,2
815,0,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,4,No,No,Maybe,Yes,No,No,0,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Neutral,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,23,Male,United Kingdom,,United Kingdom,,Back-end Developer,Never,2,2
817,0,1.0,1.0,I don't know,I am not sure,No,No,Yes,3,Maybe,No,Yes,No,I don't know,No,0,No,No,Maybe,"No, I don't think they would",Somewhat open,No,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,26,Male,United States of America,Colorado,United States of America,Colorado,Other|Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes,2,2
818,0,0.0,0.0,I don't know,I am not sure,No,I don't know,I don't know,3,Maybe,Maybe,No,No,Yes,No,1,Maybe,Maybe,Maybe,"Yes, I think they would",Somewhat open,No,Maybe,No,No,No,No,0,Rarely,Not applicable to me,43,Male,United Kingdom,,United Kingdom,,Support,Never,6,4
819,0,1.0,1.0,I don't know,I am not sure,No,No,I don't know,1,No,No,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,Maybe,Maybe,Yes,Maybe,Maybe,No,0,Not applicable to me,Sometimes,30,Male,New Zealand,,New Zealand,,Executive Leadership|Supervisor/Team Lead|Front-end Developer|Back-end Developer,Always,2,3
821,0,0.0,0.0,I don't know,No,No,No,I don't know,5,Maybe,No,No,No,I don't know,No,0,No,No,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe,No,I don't know,Maybe,Maybe,No,0,Not applicable to me,Sometimes,40,Male,United Kingdom,,United Kingdom,,Designer|Front-end Developer|Back-end Developer|Supervisor/Team Lead|Executive Leadership,Sometimes,3,4
822,0,0.0,0.0,Yes,No,No,No,I don't know,5,Maybe,No,No,No,No,No,1,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe,Maybe,Yes,Yes,Yes,No,1,Not applicable to me,Often,33,Female,United Kingdom,,United Kingdom,,Supervisor/Team Lead|DevOps/SysAdmin|Support|Front-end Developer|Designer|One-person shop,Never,3,3
824,0,1.0,1.0,No,No,No,No,I don't know,0,Yes,Maybe,No,No,I don't know,No,1,Maybe,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),Maybe,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,22,Male,United Kingdom,,United Kingdom,,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate,Never,2,2
825,0,1.0,1.0,Yes,I am not sure,I don't know,Yes,I don't know,0,Maybe,No,Maybe,Maybe,I don't know,No,1,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,Maybe,Maybe,Yes,Yes,Yes,Yes,1,Rarely,Sometimes,28,Male,United States of America,Ohio,United States of America,Ohio,Back-end Developer,Always,4,2
826,0,1.0,1.0,Yes,Yes,No,No,No,5,Maybe,No,No,No,No,No,1,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,39,Male,United States of America,California,United States of America,California,Support,Sometimes,6,3
